,Unnamed: 0,LengthJumper,MetricPatternJumper,LengthDataset,MetricPatternDataset
3297,3297,11,"[1, 4, 6, 8, 10]",11,"[1, 3, 6, 8, 10]"
3298,3298,11,"[1, 2, 3, 6, 7, 10]",11,"[1, 2, 3, 6, 7, 10]"
3299,3299,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
3300,3300,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
3301,3301,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
3302,3302,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
3303,3303,11,"[1, 2, 6, 8, 10]",11,"[1, 2, 6, 8, 10]"
3304,3304,14,"[1, 3, 4, 6, 9, 13]",14,"[1, 3, 4, 6, 9, 13]"
3305,3305,14,"[1, 6, 8, 10, 13]",14,"[1, 6, 8, 10, 13]"
3306,3306,14,"[1, 4, 6, 10, 13]",14,"[1, 4, 6, 10, 13]"
3307,3307,14,"[2, 4, 6, 9, 13]",14,"[2, 4, 6, 9, 13]"
3308,3308,14,"[2, 4, 6, 8, 13]",14,"[2, 4, 6, 8, 13]"
3309,3309,14,"[2, 6, 9, 13]",14,"[2, 6, 9, 13]"
3310,3310,14,"[2, 5, 6, 9, 13]",14,"[2, 5, 6, 9, 13]"
3311,3311,7,"[4, 6]",7,"[4, 6]"
3312,3312,7,"[3, 6]",7,"[3, 6]"
3313,3313,11,"[2, 4, 6, 8, 9, 10]",11,"[2, 4, 6, 8, 9, 10]"
3314,3314,7,"[2, 6]",7,"[2, 6]"
3315,3315,11,"[2, 6, 10]",11,"[2, 6, 10]"
3316,3316,7,"[1, 3, 4, 6]",7,"[3, 4, 6]"
3317,3317,11,"[1, 6, 8, 10]",11,"[1, 6, 8, 10]"
3318,3318,7,"[1, 3, 6]",7,"[1, 3, 6]"
3319,3319,7,"[1, 6]",7,"[1, 3, 6]"
3320,3320,7,"[4, 6]",7,"[4, 6]"
3321,3321,11,"[2, 4, 6, 9, 10]",11,"[2, 4, 6, 9, 10]"
3322,3322,11,"[3, 6, 10]",11,"[3, 6, 10]"
3323,3323,7,"[2, 6]",7,"[2, 6]"
3324,3324,7,"[3, 6]",7,"[3, 6]"
3325,3325,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
3326,3326,14,"[4, 6, 10, 13]",14,"[4, 6, 10, 13]"
3327,3327,7,"[2, 3, 4, 5, 6]",14,"[2, 4, 6]"
3328,3328,7,"[3, 6]",7,"[3, 6]"
3329,3329,11,"[4, 6, 10]",11,"[4, 6, 10]"
3330,3330,11,"[3, 6, 10]",11,"[3, 6, 10]"
3331,3331,11,"[4, 6, 7, 8, 10]",11,"[4, 6, 7, 8, 10]"
3332,3332,7,"[2, 4, 6]",7,"[2, 4, 6]"
3333,3333,11,"[2, 6, 10]",11,"[2, 6, 10]"
3334,3334,7,"[1, 3, 6]",7,"[1, 3, 6]"
3335,3335,7,"[2, 5, 6]",7,"[2, 4, 6]"
3336,3336,7,"[3, 6]",7,"[3, 6]"
3337,3337,7,"[1, 3, 6]",7,"[1, 3, 6]"
3338,3338,7,"[3, 6]",7,"[3, 6]"
3339,3339,7,"[3, 6]",7,"[3, 6]"
3340,3340,7,"[4, 6]",7,"[4, 6]"
3341,3341,7,"[4, 6]",7,"[4, 6]"
3342,3342,7,"[3, 6]",7,"[3, 6]"
3343,3343,7,"[3, 6]",7,"[3, 6]"
3344,3344,7,"[2, 4, 6]",7,"[2, 4, 6]"
3345,3345,7,"[2, 3, 6]",7,"[2, 3, 6]"
3346,3346,11,"[6, 7, 10]",11,"[6, 7, 10]"
3347,3347,11,"[3, 6, 10]",11,"[3, 6, 10]"
3348,3348,7,"[1, 6]",7,"[1, 6]"
3349,3349,7,"[4, 6]",7,"[2, 4, 6]"
3350,3350,7,"[1, 3, 6]",7,"[1, 3, 6]"
3351,3351,7,"[1, 3, 6]",7,"[1, 3, 6]"
3352,3352,7,"[1, 2, 4, 6]",7,"[1, 2, 4, 6]"
3353,3353,7,"[4, 6]",7,"[4, 6]"
3354,3354,7,"[1, 4, 6]",7,"[4, 6]"
3355,3355,7,"[1, 4, 6]",7,"[4, 6]"
3356,3356,7,"[4, 6]",7,"[4, 6]"
3357,3357,7,"[1, 3, 4, 6]",7,"[1, 3, 4, 6]"
3358,3358,7,"[2, 6]",7,"[2, 6]"
3359,3359,11,"[2, 6, 10]",11,"[2, 6, 10]"
3360,3360,14,"[3, 6, 9, 12, 13]",14,"[3, 6, 9, 12, 13]"
3361,3361,11,"[1, 3, 4, 6, 10]",11,"[3, 4, 6, 10]"
3362,3362,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
3363,3363,11,"[3, 4, 6, 8, 10]",11,"[3, 4, 6, 8, 10]"
3364,3364,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
3365,3365,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
3366,3366,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
3367,3367,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 10]"
3368,3368,11,"[2, 3, 4, 5, 6, 8, 10]",11,"[2, 3, 4, 5, 6, 8, 10]"
3369,3369,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
3370,3370,11,"[1, 2, 4, 8, 10]",11,"[1, 2, 4, 8, 10]"
3371,3371,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
3372,3372,11,"[3, 5, 6, 10]",11,"[4, 6, 7, 10]"
3373,3373,11,"[3, 6, 10]",11,"[3, 6, 10]"
3374,3374,11,"[2, 3, 4, 8, 9, 10]",11,"[2, 3, 4, 8, 10]"
3375,3375,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
3376,3376,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
3377,3377,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
3378,3378,11,"[1, 4, 6, 7, 10]",11,"[1, 4, 6, 7, 10]"
3379,3379,11,"[1, 4, 5, 6, 10]",11,"[1, 4, 6, 10]"
3380,3380,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3381,3381,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
3382,3382,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
3383,3383,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
3384,3384,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
3385,3385,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3386,3386,11,"[3, 6, 8, 10]",11,"[4, 6, 8, 10]"
3387,3387,11,"[1, 2, 4, 6, 7, 8, 10]",11,"[1, 2, 4, 6, 7, 8, 10]"
3388,3388,11,"[2, 3, 4, 6, 9, 10]",11,"[2, 3, 4, 6, 9, 10]"
3389,3389,11,"[1, 2, 4, 6, 8, 10]",11,"[1, 2, 4, 6, 8, 10]"
3390,3390,11,"[3, 6, 7, 8, 10]",11,"[3, 6, 7, 8, 10]"
3391,3391,11,"[4, 8, 10]",11,"[4, 8, 10]"
3392,3392,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
3393,3393,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
3394,3394,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
3395,3395,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
3396,3396,11,"[3, 6, 10]",11,"[3, 6, 10]"
3397,3397,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3398,3398,11,"[3, 6, 7, 10]",11,"[3, 6, 7, 10]"
3399,3399,11,"[2, 3, 4, 6, 10]",11,"[2, 3, 4, 6, 10]"
3400,3400,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
3401,3401,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
3402,3402,11,"[3, 4, 6, 8, 10]",11,"[3, 4, 6, 8, 10]"
3403,3403,11,"[2, 4, 6, 10]",11,"[2, 3, 6, 10]"
3404,3404,11,"[2, 4, 6, 7, 8, 10]",11,"[2, 4, 6, 8, 10]"
3405,3405,11,"[4, 6, 10]",11,"[4, 6, 10]"
3406,3406,11,"[1, 4, 7, 8, 10]",11,"[3, 4, 7, 8, 10]"
3407,3407,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
3408,3408,11,"[2, 6, 9, 10]",11,"[2, 6, 10]"
3409,3409,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3410,3410,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
3411,3411,11,"[4, 6, 7, 8, 10]",11,"[4, 6, 7, 8, 10]"
3412,3412,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
3413,3413,11,"[2, 4, 8, 10]",11,"[2, 4, 6, 8, 10]"
3414,3414,11,"[1, 4, 5, 8, 10]",11,"[1, 4, 5, 8, 10]"
3415,3415,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3416,3416,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3417,3417,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3418,3418,11,"[4, 6, 10]",11,"[4, 6, 10]"
3419,3419,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
3420,3420,11,"[3, 6, 10]",11,"[3, 6, 10]"
3421,3421,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
3422,3422,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
3423,3423,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
3424,3424,11,"[1, 3, 6, 9, 10]",11,"[1, 3, 6, 8, 9, 10]"
3425,3425,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
3426,3426,11,"[3, 6, 9, 10]",11,"[3, 6, 9, 10]"
3427,3427,11,"[3, 6, 10]",11,"[3, 6, 10]"
3428,3428,11,"[2, 6, 10]",11,"[2, 6, 10]"
3429,3429,11,"[2, 5, 6, 9, 10]",11,"[2, 5, 6, 10]"
3430,3430,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
3431,3431,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
3432,3432,11,"[1, 2, 4, 6, 10]",11,"[1, 2, 4, 6, 10]"
3433,3433,11,"[4, 6, 10]",11,"[4, 6, 10]"
3434,3434,11,"[4, 6, 8, 9, 10]",11,"[4, 6, 8, 10]"
3435,3435,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
3436,3436,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
3437,3437,11,"[3, 6, 7, 10]",11,"[3, 6, 7, 10]"
3438,3438,11,"[3, 6, 9, 10]",11,"[3, 6, 9, 10]"
3439,3439,11,"[1, 4, 6, 7, 8, 10]",11,"[1, 4, 6, 7, 8, 10]"
3440,3440,11,"[1, 6, 8, 10]",11,"[1, 6, 8, 10]"
3441,3441,11,"[4, 6, 8, 9, 10]",11,"[4, 6, 8, 10]"
3442,3442,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
3443,3443,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
3444,3444,11,"[1, 2, 4, 7, 10]",11,"[1, 2, 4, 7, 10]"
3445,3445,11,"[2, 4, 5, 6, 10]",11,"[2, 4, 5, 6, 8, 10]"
3446,3446,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
3447,3447,11,"[4, 6, 10]",11,"[4, 6, 10]"
3448,3448,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
3449,3449,11,"[2, 3, 6, 8, 10]",11,"[2, 3, 6, 8, 10]"
3450,3450,11,"[2, 6, 10]",11,"[2, 6, 10]"
3451,3451,11,"[2, 4, 6, 8, 9, 10]",11,"[2, 4, 6, 8, 9, 10]"
3452,3452,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3453,3453,11,"[3, 4, 6, 10]",11,"[3, 4, 6, 10]"
3454,3454,11,"[2, 6, 10]",11,"[2, 6, 10]"
3455,3455,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3456,3456,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
3457,3457,11,"[2, 6, 10]",11,"[2, 6, 10]"
3458,3458,11,"[2, 6, 10]",11,"[2, 6, 10]"
3459,3459,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
3460,3460,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3461,3461,11,"[1, 2, 3, 6, 10]",11,"[1, 2, 3, 6, 10]"
3462,3462,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3463,3463,11,"[3, 6, 10]",11,"[3, 6, 10]"
3464,3464,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
3465,3465,11,"[6, 7, 10]",11,"[1, 6, 7, 10]"
3466,3466,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
3467,3467,7,"[3, 6]",7,"[3, 6]"
3468,3468,7,"[4, 6]",7,"[4, 6]"
3469,3469,7,"[4, 6]",7,"[4, 6]"
3470,3470,7,"[3, 6]",7,"[3, 6]"
3471,3471,7,"[2, 6]",7,"[2, 6]"
3472,3472,7,"[2, 6]",7,"[2, 6]"
3473,3473,7,"[4, 6]",7,"[4, 6]"
3474,3474,7,"[2, 6]",7,"[2, 6]"
3475,3475,7,"[2, 6]",7,"[2, 6]"
3476,3476,7,"[4, 6]",7,"[4, 6]"
3477,3477,7,"[1, 2, 4, 6]",7,"[1, 2, 4, 6]"
3478,3478,7,"[3, 6]",7,"[3, 6]"
3479,3479,7,"[3, 4, 5, 6]",7,"[3, 4, 5, 6]"
3480,3480,7,"[1, 2, 5, 6]",7,"[1, 2, 5, 6]"
3481,3481,7,"[1, 4, 6]",7,"[1, 4, 6]"
3482,3482,7,"[1, 4, 6]",7,"[2, 4, 6]"
3483,3483,7,"[2, 6]",7,"[2, 4, 6]"
3484,3484,7,"[2, 3, 6]",7,"[2, 3, 6]"
3485,3485,7,"[2, 6]",7,"[2, 6]"
3486,3486,7,"[2, 3, 6]",7,"[2, 3, 6]"
3487,3487,7,"[1, 6]",7,"[2, 6]"
3488,3488,7,"[1, 2, 4, 6]",7,"[1, 2, 4, 6]"
3489,3489,7,"[2, 4, 5, 6]",7,"[2, 4, 5, 6]"
3490,3490,7,"[1, 4, 6]",7,"[1, 4, 6]"
3491,3491,7,"[4, 6]",7,"[4, 6]"
3492,3492,7,"[3, 4, 6]",7,"[3, 4, 6]"
3493,3493,7,"[1, 3, 6]",7,"[1, 3, 6]"
3494,3494,7,"[2, 6]",7,"[2, 6]"
3495,3495,7,"[2, 6]",7,"[2, 6]"
3496,3496,7,"[1, 3, 6]",7,"[1, 3, 6]"
3497,3497,7,"[1, 4, 6]",7,"[1, 4, 6]"
3498,3498,7,"[2, 6]",7,"[2, 6]"
3499,3499,7,"[3, 6]",7,"[3, 6]"
3500,3500,7,"[2, 6]",7,"[2, 6]"
3501,3501,7,"[4, 5, 6]",7,"[4, 5, 6]"
3502,3502,7,"[2, 3, 4, 6]",7,"[2, 3, 4, 6]"
3503,3503,7,"[2, 6]",7,"[2, 6]"
3504,3504,7,"[3, 6]",7,"[3, 6]"
3505,3505,7,"[3, 4, 6]",7,"[3, 6]"
3506,3506,7,"[3, 6]",7,"[3, 6]"
3507,3507,7,"[2, 6]",7,"[3, 6]"
3508,3508,7,"[4, 6]",7,"[4, 6]"
3509,3509,7,"[1, 4, 6]",7,"[1, 4, 6]"
3510,3510,7,"[2, 6]",7,"[2, 6]"
3511,3511,7,"[2, 6]",7,"[2, 6]"
3512,3512,7,"[4, 6]",7,"[4, 6]"
3513,3513,7,"[3, 6]",7,"[3, 6]"
3514,3514,7,"[2, 6]",7,"[2, 6]"
3515,3515,7,"[2, 6]",7,"[2, 6]"
3516,3516,7,"[2, 6]",7,"[2, 6]"
3517,3517,7,"[2, 6]",7,"[2, 4, 6]"
3518,3518,7,"[3, 6]",7,"[3, 6]"
3519,3519,7,"[2, 3, 6]",7,"[2, 3, 6]"
3520,3520,7,"[4, 6]",7,"[4, 6]"
3521,3521,7,"[2, 4, 6]",7,"[2, 4, 6]"
3522,3522,7,"[2, 6]",7,"[2, 6]"
3523,3523,7,"[3, 6]",7,"[1, 3, 6]"
3524,3524,7,"[2, 4, 6]",7,"[2, 4, 6]"
3525,3525,7,"[2, 4, 6]",7,"[2, 4, 6]"
3526,3526,7,"[2, 4, 6]",7,"[2, 4, 6]"
3527,3527,7,"[1, 3, 6]",7,"[1, 3, 6]"
3528,3528,7,"[3, 6]",7,"[3, 6]"
3529,3529,7,"[1, 3, 4, 6]",7,"[1, 3, 4, 6]"
3530,3530,7,"[1, 3, 6]",7,"[1, 3, 6]"
3531,3531,7,"[1, 4, 6]",7,"[1, 4, 6]"
3532,3532,7,"[3, 6]",7,"[3, 6]"
3533,3533,7,"[2, 3, 6]",7,"[2, 3, 6]"
3534,3534,7,"[3, 6]",7,"[3, 6]"
3535,3535,7,"[1, 2, 3, 6]",7,"[1, 2, 3, 6]"
3536,3536,7,"[2, 6]",7,"[2, 6]"
3537,3537,7,"[2, 6]",7,"[2, 6]"
3538,3538,7,"[2, 6]",7,"[2, 6]"
3539,3539,7,"[2, 3, 6]",7,"[2, 3, 6]"
3540,3540,7,"[3, 6]",7,"[3, 6]"
3541,3541,7,"[3, 6]",7,"[3, 6]"
3542,3542,7,"[2, 6]",7,"[2, 6]"
3543,3543,7,"[1, 2, 6]",7,"[1, 2, 6]"
3544,3544,7,"[2, 6]",7,"[2, 6]"
3545,3545,7,"[4, 6]",7,"[1, 4, 6]"
3546,3546,7,"[3, 5, 6]",7,"[3, 6]"
3547,3547,7,"[2, 6]",7,"[2, 6]"
3548,3548,7,"[2, 6]",7,"[2, 6]"
3549,3549,7,"[1, 3, 6]",7,"[1, 3, 6]"
3550,3550,7,"[2, 6]",7,"[2, 6]"
3551,3551,4,"[1, 3]",4,"[1, 3]"
3552,3552,4,"[1, 3]",4,"[1, 3]"
3553,3553,4,"[2, 3]",4,"[2, 3]"
3554,3554,4,"[1, 3]",4,"[1, 3]"
3555,3555,4,"[2, 3]",4,"[2, 3]"
3556,3556,8,"[2, 4, 7]",8,"[2, 4, 7]"
3557,3557,8,"[4, 7]",8,"[4, 7]"
3558,3558,8,"[3, 7]",8,"[3, 7]"
3559,3559,8,"[2, 7]",8,"[2, 7]"
3560,3560,8,"[2, 5, 7]",8,"[2, 5, 7]"
3561,3561,4,[3],4,[3]
3562,3562,4,[3],4,[3]
3563,3563,8,"[5, 7]",8,"[5, 7]"
3564,3564,8,"[1, 4, 5, 7]",8,"[1, 4, 5, 7]"
3565,3565,4,[3],4,[3]
3566,3566,4,[3],4,[3]
3567,3567,4,[3],4,[3]
3568,3568,4,[3],4,[3]
3569,3569,5,[4],5,[4]
3570,3570,4,[3],4,[3]
3571,3571,8,"[2, 7]",8,"[2, 7]"
3572,3572,4,"[1, 3]",4,"[1, 3]"
3573,3573,4,"[1, 3]",4,"[1, 3]"
3574,3574,8,"[3, 7]",8,"[3, 7]"
3575,3575,4,"[1, 3]",4,"[1, 3]"
3576,3576,8,"[2, 5, 7]",8,"[2, 5, 7]"
3577,3577,4,"[1, 3]",4,"[1, 3]"
3578,3578,8,"[2, 5, 7]",8,"[2, 5, 7]"
3579,3579,4,"[1, 3]",4,"[1, 3]"
3580,3580,4,"[1, 3]",4,"[1, 3]"
3581,3581,4,"[1, 3]",4,"[1, 3]"
3582,3582,8,"[1, 4, 7]",8,"[1, 4, 7]"
3583,3583,8,"[1, 4, 7]",8,"[1, 4, 7]"
3584,3584,8,"[1, 3, 7]",8,"[1, 3, 7]"
3585,3585,8,"[2, 4, 5, 7]",8,"[2, 4, 5, 7]"
3586,3586,8,"[2, 4, 5, 7]",8,"[2, 4, 5, 7]"
3587,3587,8,"[1, 2, 3, 7]",8,"[1, 2, 3, 7]"
3588,3588,4,"[1, 3]",4,"[1, 3]"
3589,3589,4,"[1, 3]",4,"[1, 3]"
3590,3590,4,"[1, 3]",4,"[1, 3]"
3591,3591,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
3592,3592,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
3593,3593,11,"[2, 6, 10]",11,"[2, 6, 10]"
3594,3594,12,"[4, 9, 11]",11,"[4, 8, 10]"
3595,3595,11,"[2, 4, 7, 10]",11,"[2, 4, 7, 8, 10]"
3596,3596,11,"[2, 6, 10]",11,"[2, 6, 10]"
3597,3597,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
3598,3598,11,"[4, 6, 10]",11,"[4, 6, 10]"
3599,3599,11,"[1, 3, 6, 8, 10]",11,"[1, 3, 6, 8, 10]"
3600,3600,7,"[2, 4, 6]",7,"[2, 4, 6]"
3601,3601,11,"[2, 3, 4, 6, 8, 10]",11,"[2, 3, 4, 6, 8, 10]"
3602,3602,7,"[2, 4, 6]",7,"[2, 4, 6]"
3603,3603,11,"[4, 6, 10]",11,"[4, 6, 10]"
3604,3604,7,"[2, 6]",7,"[2, 4, 6]"
3605,3605,11,"[3, 6, 10]",11,"[3, 6, 10]"
3606,3606,7,"[4, 6]",7,"[4, 6]"
3607,3607,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
3608,3608,7,"[2, 4, 6]",7,"[2, 4, 6]"
3609,3609,11,"[1, 6, 10]",7,"[1, 4, 6]"
3610,3610,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
3611,3611,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 8, 10]"
3612,3612,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
3613,3613,11,"[3, 6, 10]",11,"[3, 6, 10]"
3614,3614,7,"[4, 6]",7,"[4, 6]"
3615,3615,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
3616,3616,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
3617,3617,11,"[2, 6, 10]",11,"[2, 6, 10]"
3618,3618,7,"[3, 6]",7,"[3, 6]"
3619,3619,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
3620,3620,7,"[4, 6]",7,"[4, 6]"
3621,3621,11,"[3, 5, 6, 8, 10]",11,"[3, 5, 6, 8, 10]"
3622,3622,11,"[4, 5, 6, 10]",11,"[4, 5, 6, 10]"
3623,3623,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
3624,3624,7,"[3, 6]",7,"[3, 6]"
3625,3625,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
3626,3626,7,"[1, 3, 6]",7,"[3, 6]"
3627,3627,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
3628,3628,7,"[3, 6]",7,"[3, 6]"
3629,3629,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
3630,3630,7,"[3, 6]",7,"[3, 6]"
3631,3631,11,"[1, 4, 8, 10]",11,"[1, 2, 4, 8, 10]"
3632,3632,7,"[1, 3, 6]",7,"[1, 3, 6]"
3633,3633,11,"[2, 3, 6, 10]",11,"[2, 3, 6, 10]"
3634,3634,7,"[2, 6]",7,"[2, 6]"
3635,3635,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
3636,3636,7,"[4, 6]",7,"[4, 6]"
3637,3637,11,"[3, 6, 10]",11,"[3, 6, 8, 10]"
3638,3638,7,"[2, 6]",7,"[2, 6]"
3639,3639,11,"[2, 4, 6, 10]",11,"[1, 2, 4, 6, 10]"
3640,3640,7,"[1, 3, 6]",7,"[1, 3, 6]"
3641,3641,11,"[3, 6, 10]",11,"[3, 6, 10]"
3642,3642,7,"[2, 6]",7,"[2, 6]"
3643,3643,11,"[2, 6, 10]",11,"[2, 4, 6, 10]"
3644,3644,7,"[3, 6]",7,"[3, 6]"
3645,3645,11,"[1, 2, 4, 6, 10]",11,"[1, 2, 4, 6, 10]"
3646,3646,11,"[1, 2, 4, 8, 10]",11,"[1, 2, 4, 6, 8, 10]"
3647,3647,11,"[4, 8, 10]",11,"[4, 8, 10]"
3648,3648,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 9, 10]"
3649,3649,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
3650,3650,7,"[3, 6]",7,"[3, 6]"
3651,3651,11,"[2, 6, 10]",11,"[2, 6, 10]"
3652,3652,11,"[2, 4, 6, 7, 10]",11,"[2, 4, 6, 7, 10]"
3653,3653,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
3654,3654,7,"[3, 6]",7,"[3, 6]"
3655,3655,11,"[2, 6, 10]",11,"[2, 6, 10]"
3656,3656,7,"[3, 6]",7,"[3, 6]"
3657,3657,11,"[3, 6, 10]",11,"[3, 6, 8, 10]"
3658,3658,7,"[3, 6]",7,"[3, 6]"
3659,3659,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
3660,3660,7,"[3, 6]",7,"[3, 6]"
3661,3661,11,"[2, 3, 6, 8, 10]",11,"[2, 3, 6, 8, 10]"
3662,3662,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
3663,3663,11,"[3, 6, 10]",11,"[3, 6, 10]"
3664,3664,7,"[2, 6]",7,"[2, 6]"
3665,3665,11,"[1, 6, 8, 10]",11,"[1, 6, 8, 10]"
3666,3666,7,"[2, 4, 6]",7,"[2, 4, 6]"
3667,3667,11,"[2, 6, 7, 10]",11,"[2, 6, 7, 10]"
3668,3668,7,"[3, 6]",7,"[3, 6]"
3669,3669,11,"[3, 6, 10]",11,"[3, 6, 10]"
3670,3670,11,"[2, 6, 10]",11,"[2, 6, 10]"
3671,3671,11,"[1, 2, 5, 6, 10]",11,"[1, 2, 5, 6, 10]"
3672,3672,11,"[4, 6, 10]",11,"[4, 6, 10]"
3673,3673,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
3674,3674,7,"[2, 6]",7,"[2, 6]"
3675,3675,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
3676,3676,7,"[4, 6]",7,"[4, 6]"
3677,3677,11,"[1, 2, 4, 6, 8, 10]",11,"[1, 2, 4, 6, 8, 10]"
3678,3678,7,"[1, 3, 6]",7,"[1, 3, 6]"
3679,3679,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
3680,3680,7,"[2, 4, 6]",7,"[2, 4, 6]"
3681,3681,8,"[1, 4, 6, 7]",8,"[1, 4, 6, 7]"
3682,3682,11,"[2, 6, 10]",11,"[2, 6, 10]"
3683,3683,11,"[1, 2, 4, 6, 8, 10]",11,"[1, 2, 4, 6, 8, 10]"
3684,3684,7,"[1, 3, 6]",7,"[1, 3, 6]"
3685,3685,11,"[2, 4, 6, 8, 9, 10]",11,"[2, 4, 6, 8, 9, 10]"
3686,3686,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
3687,3687,11,"[2, 6, 7, 10]",11,"[2, 6, 7, 9, 10]"
3688,3688,11,"[3, 6, 10]",11,"[3, 6, 10]"
3689,3689,11,"[1, 4, 6, 7, 10]",11,"[1, 4, 6, 7, 8, 10]"
3690,3690,11,"[2, 4, 6, 8, 9, 10]",11,"[2, 6, 8, 9, 10]"
3691,3691,11,"[3, 6, 10]",11,"[3, 6, 10]"
3692,3692,11,"[2, 3, 6, 10]",11,"[2, 3, 6, 10]"
3693,3693,11,"[2, 4, 5, 6, 8, 9, 10]",11,"[2, 4, 5, 6, 8, 9, 10]"
3694,3694,11,"[2, 3, 4, 5, 6, 10]",11,"[2, 3, 4, 5, 6, 8, 10]"
